Phi[deg],Theta[deg],dB(DirTotal)
-82,92,-4.9425
-80,92,-4.89025
-78,92,-4.82149
-76,92,-4.73778
-74,92,-4.64092
-72,92,-4.5329
-70,92,-4.41579
-68,92,-4.29172
-66,92,-4.16274
-64,92,-4.03085
-62,92,-3.89794
-60,92,-3.76572
-58,92,-3.63577
-56,92,-3.50947
-54,92,-3.38803
-52,92,-3.2725
-50,92,-3.16374
-48,92,-3.06247
-46,92,-2.96923
-44,92,-2.88446
-42,92,-2.80844
-40,92,-2.74134
-38,92,-2.68322
-36,92,-2.63404
-34,92,-2.59366
-32,92,-2.56187
-30,92,-2.53834
-28,92,-2.52271
-26,92,-2.51452
-24,92,-2.51323
-22,92,-2.51827
-20,92,-2.529
-18,92,-2.54472
-16,92,-2.5647
-14,92,-2.58819
-12,92,-2.61439
-10,92,-2.64253
-8,92,-2.67183
-6,92,-2.70153
-4,92,-2.73093
-2,92,-2.75938
0,92,-2.78632
2,92,-2.81126
4,92,-2.83384
6,92,-2.85381
8,92,-2.87105
10,92,-2.88556
12,92,-2.89747
14,92,-2.90704
16,92,-2.91464
18,92,-2.92072
20,92,-2.92583
22,92,-2.93059
24,92,-2.93563
26,92,-2.94162
28,92,-2.94922
30,92,-2.95907
32,92,-2.97177
34,92,-2.98784
36,92,-3.00774
38,92,-3.0318
40,92,-3.06029
42,92,-3.09334
44,92,-3.13094
46,92,-3.17298
48,92,-3.21921
50,92,-3.26926
52,92,-3.32262
54,92,-3.3787
56,92,-3.43678
58,92,-3.49608
60,92,-3.55575
62,92,-3.61488
64,92,-3.67255
66,92,-3.72787
68,92,-3.77994
70,92,-3.82794
72,92,-3.87109
74,92,-3.90874
76,92,-3.9403
78,92,-3.9653
80,92,-3.98341
82,92,-3.99436
84,92,-3.99803
86,92,-3.99439
88,92,-3.98352
90,92,-3.96559
92,92,-3.94087
94,92,-3.90971
96,92,-3.87256
98,92,-3.82996
100,92,-3.78255
102,92,-3.73103
104,92,-3.6762
106,92,-3.61892
108,92,-3.56012
110,92,-3.50075
112,92,-3.4418
114,92,-3.38428
116,92,-3.32914
118,92,-3.27732
120,92,-3.2297
122,92,-3.18705
124,92,-3.15008
126,92,-3.11934
128,92,-3.09529
130,92,-3.07824
132,92,-3.06835
134,92,-3.06568
136,92,-3.0701
138,92,-3.08137
140,92,-3.09911
142,92,-3.12283
144,92,-3.1519
146,92,-3.18561
148,92,-3.22314
150,92,-3.2636
152,92,-3.30602
154,92,-3.34938
156,92,-3.39262
158,92,-3.43468
160,92,-3.47447
162,92,-3.51095
164,92,-3.54309
166,92,-3.56994
168,92,-3.59065
170,92,-3.60446
172,92,-3.61077
174,92,-3.6091
176,92,-3.59919
178,92,-3.58092
180,92,-3.55439
-180,94,-3.85595
-178,94,-3.81933
-176,94,-3.77518
-174,94,-3.72419
-172,94,-3.6672
-170,94,-3.6052
-168,94,-3.53929
-166,94,-3.47069
-164,94,-3.40067
-162,94,-3.33056
-160,94,-3.26169
-158,94,-3.19541
-156,94,-3.13302
-154,94,-3.07578
-152,94,-3.02491
-150,94,-2.98152
-148,94,-2.94666
-146,94,-2.92126
-144,94,-2.90614
-142,94,-2.90202
-140,94,-2.90947
-138,94,-2.92894
-136,94,-2.96074
-134,94,-3.00504
-132,94,-3.06186
-130,94,-3.13107
-128,94,-3.21236
-126,94,-3.3053
-124,94,-3.40926
-122,94,-3.52344
-120,94,-3.64689
-118,94,-3.77847
-116,94,-3.91683
-114,94,-4.06049
-112,94,-4.20774
-110,94,-4.35673
-108,94,-4.50542
-106,94,-4.65164
-104,94,-4.7931
-102,94,-4.92742
-100,94,-5.0522
-98,94,-5.16509
-96,94,-5.26381
-94,94,-5.3463
-92,94,-5.41078
-90,94,-5.45581
-88,94,-5.48039
-86,94,-5.48401
-84,94,-5.46667
-82,94,-5.42887
-80,94,-5.37163
-78,94,-5.29635
-76,94,-5.20484
-74,94,-5.09913
-72,94,-4.98146
-70,94,-4.85415
-68,94,-4.71954
-66,94,-4.57989
-64,94,-4.43738
-62,94,-4.29401
-60,94,-4.15163
-58,94,-4.01188
-56,94,-3.8762
-54,94,-3.74586
-52,94,-3.62192
-50,94,-3.50524
-48,94,-3.39655
-46,94,-3.29639
-44,94,-3.20518
-42,94,-3.12318
-40,94,-3.05055
-38,94,-2.98733
-36,94,-2.93347
-34,94,-2.8888
-32,94,-2.8531
-30,94,-2.82602
-28,94,-2.80718
-26,94,-2.79611
-24,94,-2.79226
-22,94,-2.79504
-20,94,-2.80379
-18,94,-2.81781
-16,94,-2.83637
-14,94,-2.85867
-12,94,-2.88394
-10,94,-2.91138
-8,94,-2.9402
-6,94,-2.96964
-4,94,-2.99898
-2,94,-3.02759
0,94,-3.05488
2,94,-3.08038
4,94,-3.10371
6,94,-3.12465
8,94,-3.14306
10,94,-3.15896
12,94,-3.17248
14,94,-3.1839
16,94,-3.1936
18,94,-3.20203
20,94,-3.20977
22,94,-3.21744
24,94,-3.22567
26,94,-3.23516
28,94,-3.24657
30,94,-3.26053
32,94,-3.27765
34,94,-3.29844
36,94,-3.32336
38,94,-3.35274
40,94,-3.38682
42,94,-3.42571
44,94,-3.46941
46,94,-3.51775
48,94,-3.57048
50,94,-3.62718
52,94,-3.68732
54,94,-3.75025
56,94,-3.81523
58,94,-3.88142
60,94,-3.94791
62,94,-4.01374
64,94,-4.07795
66,94,-4.13956
68,94,-4.19763
70,94,-4.25124
72,94,-4.29958
74,94,-4.3419
76,94,-4.37758
78,94,-4.40607
80,94,-4.42697
82,94,-4.44
84,94,-4.44498
86,94,-4.44187
88,94,-4.43072
90,94,-4.41171
92,94,-4.38512
94,94,-4.35135
96,94,-4.31089
98,94,-4.26435
100,94,-4.21243
102,94,-4.15593
104,94,-4.09573
106,94,-4.0328
108,94,-3.96814
110,94,-3.90283
112,94,-3.83793
114,94,-3.77451
116,94,-3.71362
118,94,-3.65625
120,94,-3.60331
122,94,-3.55562
124,94,-3.51389
126,94,-3.47872
128,94,-3.45055
130,94,-3.42969
132,94,-3.4163
134,94,-3.4104
136,94,-3.41187
138,94,-3.42044
140,94,-3.43571
142,94,-3.45715
144,94,-3.48413
146,94,-3.51591
148,94,-3.55163
150,94,-3.5904
152,94,-3.63121
154,94,-3.67303
156,94,-3.71478
158,94,-3.75536
160,94,-3.79369
162,94,-3.82867
164,94,-3.85929
166,94,-3.88457
168,94,-3.90364
170,94,-3.91574
172,94,-3.92025
174,94,-3.91671
176,94,-3.90485
178,94,-3.88456
180,94,-3.85595
-180,96,-4.15538
-178,96,-4.11659
-176,96,-4.07031
-174,96,-4.01725
-172,96,-3.95828
-170,96,-3.89443
-168,96,-3.82683
-166,96,-3.75671
-164,96,-3.68538
-162,96,-3.61419
-160,96,-3.5445
-158,96,-3.47768
-156,96,-3.41504
-154,96,-3.35788
-152,96,-3.30742
-150,96,-3.26481
-148,96,-3.23109
-146,96,-3.20723
-144,96,-3.19406
-142,96,-3.19232
-140,96,-3.20261
-138,96,-3.22539
-136,96,-3.26101
-134,96,-3.30965
-132,96,-3.37136
-130,96,-3.44604
-128,96,-3.5334
-126,96,-3.63304
-124,96,-3.74434
-122,96,-3.86652
-120,96,-3.99864
-118,96,-4.13954
-116,96,-4.28788
-114,96,-4.44211
-112,96,-4.60048
-110,96,-4.76103
-108,96,-4.92163
-106,96,-5.07993
-104,96,-5.23346
-102,96,-5.3796
-100,96,-5.51571
-98,96,-5.63913
-96,96,-5.74729
-94,96,-5.83786
-92,96,-5.90875
-90,96,-5.95833
-88,96,-5.98542
-86,96,-5.98943
-84,96,-5.97036
-82,96,-5.92879
-80,96,-5.86589
-78,96,-5.78331
-76,96,-5.68308
-74,96,-5.56756
-72,96,-5.43927
-70,96,-5.30079
-68,96,-5.15473
-66,96,-5.00356
-64,96,-4.84964
-62,96,-4.69512
-60,96,-4.54196
-58,96,-4.39187
-56,96,-4.24636
-54,96,-4.10672
-52,96,-3.974
-50,96,-3.8491
-48,96,-3.73272
-46,96,-3.62539
-44,96,-3.52749
-42,96,-3.43928
-40,96,-3.3609
-38,96,-3.29236
-36,96,-3.23357
-34,96,-3.18437
-32,96,-3.14448
-30,96,-3.11358
-28,96,-3.09125
-26,96,-3.07699
-24,96,-3.07027
-22,96,-3.07046
-20,96,-3.07691
-18,96,-3.0889
-16,96,-3.10569
-14,96,-3.12649
-12,96,-3.1505
-10,96,-3.17692
-8,96,-3.20498
-6,96,-3.23389
-4,96,-3.26296
-2,96,-3.29152
0,96,-3.31901
2,96,-3.34496
4,96,-3.36899
6,96,-3.39088
8,96,-3.4105
10,96,-3.42788
12,96,-3.44317
14,96,-3.45664
16,96,-3.46867
18,96,-3.47976
20,96,-3.49046
22,96,-3.50139
24,96,-3.51323
26,96,-3.52665
28,96,-3.54231
30,96,-3.56086
32,96,-3.5829
34,96,-3.60893
36,96,-3.6394
38,96,-3.67464
40,96,-3.71486
42,96,-3.76018
44,96,-3.81055
46,96,-3.8658
48,96,-3.92564
50,96,-3.98963
52,96,-4.0572
54,96,-4.12767
56,96,-4.20025
58,96,-4.27404
60,96,-4.34809
62,96,-4.42139
64,96,-4.4929
66,96,-4.56157
68,96,-4.62638
70,96,-4.68635
72,96,-4.74057
74,96,-4.78823
76,96,-4.82861
78,96,-4.8611
80,96,-4.88523
82,96,-4.90066
84,96,-4.90717
86,96,-4.90468
88,96,-4.89323
90,96,-4.87301
92,96,-4.84433
94,96,-4.80761
96,96,-4.76343
98,96,-4.71245
100,96,-4.65549
102,96,-4.59343
104,96,-4.52728
106,96,-4.4581
108,96,-4.38702
110,96,-4.31521
112,96,-4.24382
114,96,-4.17403
116,96,-4.10693
118,96,-4.04358
120,96,-3.98494
122,96,-3.93186
124,96,-3.88506
126,96,-3.84514
128,96,-3.81255
130,96,-3.78759
132,96,-3.77041
134,96,-3.761
136,96,-3.75922
138,96,-3.76477
140,96,-3.77723
142,96,-3.79606
144,96,-3.82059
146,96,-3.85005
148,96,-3.88358
150,96,-3.92023
152,96,-3.95902
154,96,-3.99887
156,96,-4.03868
158,96,-4.07735
160,96,-4.11377
162,96,-4.14684
164,96,-4.17552
166,96,-4.19883
168,96,-4.2159
170,96,-4.22595
172,96,-4.22836
174,96,-4.22269
176,96,-4.20866
178,96,-4.18618
180,96,-4.15538
-180,98,-4.45249
-178,98,-4.41145
-176,98,-4.36302
-174,98,-4.30793
-172,98,-4.24708
-170,98,-4.18151
-168,98,-4.11239
-166,98,-4.04096
-164,98,-3.96856
-162,98,-3.89655
-160,98,-3.82631
-158,98,-3.75923
-156,98,-3.69664
-154,98,-3.63985
-152,98,-3.59009
-150,98,-3.54852
-148,98,-3.51621
-146,98,-3.49413
-144,98,-3.48315
-142,98,-3.484
-140,98,-3.49732
-138,98,-3.5236
-136,98,-3.5632
-134,98,-3.61634
-132,98,-3.68309
-130,98,-3.76339
-128,98,-3.85699
-126,98,-3.96349
-124,98,-4.08233
-122,98,-4.21276
-120,98,-4.35383
-118,98,-4.5044
-116,98,-4.66312
-114,98,-4.82841
-112,98,-4.99848
-110,98,-5.17128
-108,98,-5.34455
-106,98,-5.5158
-104,98,-5.68234
-102,98,-5.84131
-100,98,-5.98976
-98,98,-6.12472
-96,98,-6.24329
-94,98,-6.34275
-92,98,-6.42073
-90,98,-6.47531
-88,98,-6.50513
-86,98,-6.50948
-84,98,-6.48835
-82,98,-6.44246
-80,98,-6.37314
-78,98,-6.28233
-76,98,-6.17237
-74,98,-6.04596
-72,98,-5.90595
-70,98,-5.75526
-68,98,-5.59675
-66,98,-5.43316
-64,98,-5.26702
-62,98,-5.10064
-60,98,-4.93607
-58,98,-4.77512
-56,98,-4.61932
-54,98,-4.46998
-52,98,-4.32817
-50,98,-4.19476
-48,98,-4.07043
-46,98,-3.9557
-44,98,-3.85091
-42,98,-3.75629
-40,98,-3.67194
-38,98,-3.59786
-36,98,-3.53393
-34,98,-3.47996
-32,98,-3.43565
-30,98,-3.40066
-28,98,-3.37455
-26,98,-3.35681
-24,98,-3.3469
-22,98,-3.34418
-20,98,-3.34799
-18,98,-3.35761
-16,98,-3.37228
-14,98,-3.39123
-12,98,-3.41365
-10,98,-3.43874
-8,98,-3.46573
-6,98,-3.49385
-4,98,-3.52238
-2,98,-3.5507
0,98,-3.57822
2,98,-3.60449
4,98,-3.62916
6,98,-3.65197
8,98,-3.67285
10,98,-3.6918
12,98,-3.70899
14,98,-3.7247
16,98,-3.73932
18,98,-3.75333
20,98,-3.76732
22,98,-3.7819
24,98,-3.79774
26,98,-3.81552
28,98,-3.8359
30,98,-3.85953
32,98,-3.88698
34,98,-3.91877
36,98,-3.95533
38,98,-3.99698
40,98,-4.04393
42,98,-4.09626
44,98,-4.15392
46,98,-4.21672
48,98,-4.28433
50,98,-4.3563
52,98,-4.43202
54,98,-4.51077
56,98,-4.59172
58,98,-4.67392
60,98,-4.75638
62,98,-4.838
64,98,-4.91767
66,98,-4.99428
68,98,-5.06671
70,98,-5.13389
72,98,-5.19482
74,98,-5.24858
76,98,-5.29436
78,98,-5.33146
80,98,-5.35933
82,98,-5.37754
84,98,-5.38583
86,98,-5.38407
88,98,-5.37231
90,98,-5.35072
92,98,-5.31965
94,98,-5.2796
96,98,-5.2312
98,98,-5.17522
100,98,-5.11259
102,98,-5.04433
104,98,-4.97155
106,98,-4.89547
108,98,-4.81732
110,98,-4.73839
112,98,-4.65995
114,98,-4.58324
116,98,-4.50944
118,98,-4.43967
120,98,-4.37492
122,98,-4.31606
124,98,-4.26384
126,98,-4.21885
128,98,-4.18153
130,98,-4.15216
132,98,-4.13088
134,98,-4.11765
136,98,-4.11229
138,98,-4.1145
140,98,-4.12382
142,98,-4.13967
144,98,-4.16136
146,98,-4.18811
148,98,-4.21903
150,98,-4.25315
152,98,-4.28947
154,98,-4.32689
156,98,-4.36431
158,98,-4.40061
160,98,-4.43466
162,98,-4.46537
164,98,-4.49168
166,98,-4.51261
168,98,-4.52728
170,98,-4.53492
172,98,-4.53493
174,98,-4.52686
176,98,-4.51043
178,98,-4.4856
180,98,-4.45249
-180,100,-4.74708
-178,100,-4.70374
-176,100,-4.65316
-174,100,-4.59609
-172,100,-4.53346
-170,100,-4.46631
-168,100,-4.39584
-166,100,-4.32332
-164,100,-4.25009
-162,100,-4.17753
-160,100,-4.10703
-158,100,-4.03998
-156,100,-3.97774
-154,100,-3.9216
-152,100,-3.87282
-150,100,-3.83257
-148,100,-3.80192
-146,100,-3.78187
-144,100,-3.77329
-142,100,-3.77694
-140,100,-3.79348
-138,100,-3.82342
-136,100,-3.86715
-134,100,-3.92492
-132,100,-3.99684
-130,100,-4.08288
-128,100,-4.18284
-126,100,-4.29636
-124,100,-4.42292
-122,100,-4.56178
-120,100,-4.71205
-118,100,-4.8726
-116,100,-5.04209
-114,100,-5.21892
-112,100,-5.40125
-110,100,-5.58698
-108,100,-5.77371
-106,100,-5.9588
-104,100,-6.13934
-102,100,-6.3122
-100,100,-6.4741
-98,100,-6.6217
-96,100,-6.7517
-94,100,-6.86098
-92,100,-6.94679
-90,100,-7.00686
-88,100,-7.03962
-86,100,-7.04422
-84,100,-7.02068
-82,100,-6.96981
-80,100,-6.8932
-78,100,-6.79311
-76,100,-6.67228
-74,100,-6.53378
-72,100,-6.38088
-70,100,-6.21683
-68,100,-6.04483
-66,100,-5.86786
-64,100,-5.68867
-62,100,-5.5097
-60,100,-5.33313
-58,100,-5.16079
-56,100,-4.99428
-54,100,-4.83489
-52,100,-4.68369
-50,100,-4.54152
-48,100,-4.40903
-46,100,-4.28669
-44,100,-4.17483
-42,100,-4.07363
-40,100,-3.98314
-38,100,-3.90333
-36,100,-3.83406
-34,100,-3.7751
-32,100,-3.72614
-30,100,-3.68681
-28,100,-3.65665
-26,100,-3.63515
-24,100,-3.62173
-22,100,-3.61578
-20,100,-3.61662
-18,100,-3.62352
-16,100,-3.63573
-14,100,-3.65248
-12,100,-3.67297
-10,100,-3.69641
-8,100,-3.72201
-6,100,-3.74905
-4,100,-3.7768
-2,100,-3.80465
0,100,-3.83203
2,100,-3.8585
4,100,-3.8837
6,100,-3.90742
8,100,-3.92957
10,100,-3.95017
12,100,-3.9694
14,100,-3.98753
16,100,-4.00496
18,100,-4.0222
20,100,-4.03979
22,100,-4.05838
24,100,-4.07862
26,100,-4.10119
28,100,-4.12675
30,100,-4.15592
32,100,-4.18929
34,100,-4.22737
36,100,-4.27056
38,100,-4.31919
40,100,-4.37344
42,100,-4.43339
44,100,-4.49897
46,100,-4.56998
48,100,-4.64606
50,100,-4.72674
52,100,-4.81138
54,100,-4.89922
56,100,-4.9894
58,100,-5.08092
60,100,-5.17271
62,100,-5.26362
64,100,-5.35246
66,100,-5.43802
68,100,-5.51909
70,100,-5.59448
72,100,-5.66308
74,100,-5.72384
76,100,-5.77584
78,100,-5.81826
80,100,-5.85045
82,100,-5.87189
84,100,-5.88226
86,100,-5.88137
88,100,-5.86926
90,100,-5.84612
92,100,-5.81234
94,100,-5.76848
96,100,-5.7153
98,100,-5.65368
100,100,-5.58467
102,100,-5.50945
104,100,-5.4293
106,100,-5.34556
108,100,-5.25962
110,100,-5.1729
112,100,-5.08676
114,100,-5.00255
116,100,-4.92153
118,100,-4.84485
120,100,-4.77354
122,100,-4.7085
124,100,-4.65049
126,100,-4.60007
128,100,-4.55768
130,100,-4.52358
132,100,-4.49787
134,100,-4.48049
136,100,-4.47124
138,100,-4.46975
140,100,-4.47556
142,100,-4.48806
144,100,-4.50652
146,100,-4.53014
148,100,-4.55802
150,100,-4.58916
152,100,-4.62254
154,100,-4.65707
156,100,-4.69162
158,100,-4.72506
160,100,-4.75627
162,100,-4.78415
164,100,-4.80763
166,100,-4.82575
168,100,-4.83763
170,100,-4.8425
172,100,-4.83978
174,100,-4.82902
176,100,-4.80998
178,100,-4.78261
180,100,-4.74708
-180,102,-5.03897
-178,102,-4.99327
-176,102,-4.94055
-174,102,-4.88156
-172,102,-4.81725
-170,102,-4.74869
-168,102,-4.67707
-166,102,-4.60368
-164,102,-4.52988
-162,102,-4.45704
-160,102,-4.38656
-158,102,-4.31984
-156,102,-4.25823
-154,102,-4.20304
-152,102,-4.15552
-150,102,-4.11685
-148,102,-4.08812
-146,102,-4.07032
-144,102,-4.06435
-142,102,-4.07099
-140,102,-4.09091
-138,102,-4.12464
-136,102,-4.17262
-134,102,-4.23513
-132,102,-4.31233
-130,102,-4.4042
-128,102,-4.51062
-126,102,-4.63126
-124,102,-4.76564
-122,102,-4.91311
-120,102,-5.07278
-118,102,-5.24358
-116,102,-5.42417
-114,102,-5.61297
-112,102,-5.8081
-110,102,-6.00741
-108,102,-6.20838
-106,102,-6.4082
-104,102,-6.60375
-102,102,-6.79161
-100,102,-6.96812
-98,102,-7.12954
-96,102,-7.27208
-94,102,-7.39217
-92,102,-7.4866
-90,102,-7.55271
-88,102,-7.58862
-86,102,-7.59337
-84,102,-7.56695
-82,102,-7.51035
-80,102,-7.42547
-78,102,-7.31493
-76,102,-7.18195
-74,102,-7.03006
-72,102,-6.86298
-70,102,-6.68439
-68,102,-6.49782
-66,102,-6.30651
-64,102,-6.11344
-62,102,-5.92119
-60,102,-5.73202
-58,102,-5.54783
-56,102,-5.37022
-54,102,-5.20048
-52,102,-5.03964
-50,102,-4.88851
-48,102,-4.74769
-46,102,-4.61761
-44,102,-4.49853
-42,102,-4.3906
-40,102,-4.29384
-38,102,-4.20815
-36,102,-4.13337
-34,102,-4.06923
-32,102,-4.01541
-30,102,-3.9715
-28,102,-3.93704
-26,102,-3.9115
-24,102,-3.8943
-22,102,-3.8848
-20,102,-3.88233
-18,102,-3.88618
-16,102,-3.89559
-14,102,-3.9098
-12,102,-3.92802
-10,102,-3.94947
-8,102,-3.97339
-6,102,-3.99905
-4,102,-4.02576
-2,102,-4.05292
0,102,-4.07997
2,102,-4.10649
4,102,-4.13215
6,102,-4.15673
8,102,-4.18016
10,102,-4.20248
12,102,-4.22386
14,102,-4.24458
16,102,-4.26506
18,102,-4.28577
20,102,-4.30728
22,102,-4.33022
24,102,-4.35524
26,102,-4.38301
28,102,-4.41418
30,102,-4.44937
32,102,-4.48915
34,102,-4.53402
36,102,-4.58438
38,102,-4.64054
40,102,-4.70269
42,102,-4.77087
44,102,-4.84502
46,102,-4.92492
48,102,-5.0102
50,102,-5.10036
52,102,-5.19475
54,102,-5.29257
56,102,-5.39291
58,102,-5.49473
60,102,-5.5969
62,102,-5.6982
64,102,-5.79734
66,102,-5.893
68,102,-5.98387
70,102,-6.06862
72,102,-6.146
74,102,-6.21482
76,102,-6.274
78,102,-6.3226
80,102,-6.35981
82,102,-6.38502
84,102,-6.39781
86,102,-6.39796
88,102,-6.38547
90,102,-6.36056
92,102,-6.32369
94,102,-6.2755
96,102,-6.21687
98,102,-6.14885
100,102,-6.07266
102,102,-5.98965
104,102,-5.90127
106,102,-5.80905
108,102,-5.71452
110,102,-5.61925
112,102,-5.52472
114,102,-5.43238
116,102,-5.34354
118,102,-5.25942
120,102,-5.18109
122,102,-5.10944
124,102,-5.04522
126,102,-4.989
128,102,-4.94119
130,102,-4.90201
132,102,-4.87153
134,102,-4.84965
136,102,-4.83614
138,102,-4.8306
140,102,-4.83252
142,102,-4.84126
144,102,-4.85608
146,102,-4.87614
148,102,-4.90052
150,102,-4.92821
152,102,-4.95818
154,102,-4.98932
156,102,-5.0205
158,102,-5.05059
160,102,-5.07846
162,102,-5.10302
164,102,-5.12322
166,102,-5.13809
168,102,-5.14676
170,102,-5.1485
172,102,-5.14272
174,102,-5.129
176,102,-5.10711
178,102,-5.07704
180,102,-5.03897
-180,104,-5.32796
-178,104,-5.27987
-176,104,-5.22501
-174,104,-5.16417
-172,104,-5.0983
-170,104,-5.02848
-168,104,-4.95592
-166,104,-4.8819
-164,104,-4.80778
-162,104,-4.73494
-160,104,-4.66478
-158,104,-4.59867
-156,104,-4.53799
-154,104,-4.48403
-152,104,-4.43805
-150,104,-4.40122
-148,104,-4.37464
-146,104,-4.35931
-144,104,-4.35614
-142,104,-4.36593
-140,104,-4.38936
-138,104,-4.42701
-136,104,-4.47934
-134,104,-4.54666
-132,104,-4.62918
-130,104,-4.72694
-128,104,-4.83986
-126,104,-4.96767
-124,104,-5.10996
-122,104,-5.26612
-120,104,-5.43534
-118,104,-5.61658
-116,104,-5.80854
-114,104,-6.00967
-112,104,-6.21808
-110,104,-6.43155
-108,104,-6.64749
-106,104,-6.86292
-104,104,-7.07448
-102,104,-7.27843
-100,104,-7.47075
-98,104,-7.64719
-96,104,-7.80346
-94,104,-7.93541
-92,104,-8.03929
-90,104,-8.11199
-88,104,-8.15127
-86,104,-8.156
-84,104,-8.12618
-82,104,-8.063
-80,104,-7.96872
-78,104,-7.84645
-76,104,-7.69994
-74,104,-7.53328
-72,104,-7.3507
-70,104,-7.15634
-68,104,-6.9541
-66,104,-6.74754
-64,104,-6.5398
-62,104,-6.33363
-60,104,-6.13135
-58,104,-5.93491
-56,104,-5.74589
-54,104,-5.56556
-52,104,-5.39491
-50,104,-5.23468
-48,104,-5.08543
-46,104,-4.94751
-44,104,-4.82113
-42,104,-4.70639
-40,104,-4.60324
-38,104,-4.51156
-36,104,-4.43114
-34,104,-4.36168
-32,104,-4.30282
-30,104,-4.25413
-28,104,-4.21514
-26,104,-4.18531
-24,104,-4.16404
-22,104,-4.15071
-20,104,-4.14463
-18,104,-4.1451
-16,104,-4.15138
-14,104,-4.16271
-12,104,-4.17833
-10,104,-4.19748
-8,104,-4.2194
-6,104,-4.2434
-4,104,-4.26882
-2,104,-4.29505
0,104,-4.3216
2,104,-4.34803
4,104,-4.37404
6,104,-4.39943
8,104,-4.42414
10,104,-4.44823
12,104,-4.47186
14,104,-4.49532
16,104,-4.51903
18,104,-4.54346
20,104,-4.56918
22,104,-4.59679
24,104,-4.62694
26,104,-4.66029
28,104,-4.69748
30,104,-4.73913
32,104,-4.78578
34,104,-4.83794
36,104,-4.89598
38,104,-4.96022
40,104,-5.03083
42,104,-5.10787
44,104,-5.19124
46,104,-5.28073
48,104,-5.37595
50,104,-5.4764
52,104,-5.5814
54,104,-5.69013
56,104,-5.80164
58,104,-5.91484
60,104,-6.02854
62,104,-6.14144
64,104,-6.25215
66,104,-6.35924
68,104,-6.46124
70,104,-6.55669
72,104,-6.64415
74,104,-6.72226
76,104,-6.78976
78,104,-6.84552
80,104,-6.88859
82,104,-6.91821
84,104,-6.93386
86,104,-6.93525
88,104,-6.92236
90,104,-6.89544
92,104,-6.85503
94,104,-6.8019
96,104,-6.73708
98,104,-6.66181
100,104,-6.57752
102,104,-6.48576
104,104,-6.3882
106,104,-6.28656
108,104,-6.18257
110,104,-6.07792
112,104,-5.97424
114,104,-5.87307
116,104,-5.77579
118,104,-5.68367
120,104,-5.59779
122,104,-5.51906
124,104,-5.4482
126,104,-5.38578
128,104,-5.33216
130,104,-5.28753
132,104,-5.25191
134,104,-5.22517
136,104,-5.20702
138,104,-5.19703
140,104,-5.19466
142,104,-5.19923
144,104,-5.20997
146,104,-5.22602
148,104,-5.24643
150,104,-5.27019
152,104,-5.29624
154,104,-5.32348
156,104,-5.35078
158,104,-5.37701
160,104,-5.40105
162,104,-5.4218
164,104,-5.43823
166,104,-5.4494
168,104,-5.45446
170,104,-5.45268
172,104,-5.44351
174,104,-5.42655
176,104,-5.40161
178,104,-5.36868
180,104,-5.32796
-180,106,-5.61382
-178,106,-5.5633
-176,106,-5.50634
-174,106,-5.44373
-172,106,-5.37643
-170,106,-5.30553
-168,106,-5.23223
-166,106,-5.15782
-164,106,-5.08365
-162,106,-5.01108
-160,106,-4.94152
-158,106,-4.87632
-156,106,-4.81685
-154,106,-4.76439
-152,106,-4.72021
-150,106,-4.68546
-148,106,-4.66125
-146,106,-4.64859
-144,106,-4.64839
-142,106,-4.66147
-140,106,-4.68853
-138,106,-4.73018
-136,106,-4.78691
-134,106,-4.85908
-132,106,-4.94693
-130,106,-5.05058
-128,106,-5.16998
-126,106,-5.30495
-124,106,-5.45515
-122,106,-5.62002
-120,106,-5.79884
-118,106,-5.99062
-116,106,-6.19414
-114,106,-6.40785
-112,106,-6.6299
-110,106,-6.85803
-108,106,-7.08956
-106,106,-7.32137
-104,106,-7.54986
-102,106,-7.77098
-100,106,-7.98026
-98,106,-8.17294
-96,106,-8.34411
-94,106,-8.48898
-92,106,-8.60316
-90,106,-8.683
-88,106,-8.72584
-86,106,-8.73032
-84,106,-8.69649
-82,106,-8.62578
-80,106,-8.52088
-78,106,-8.3855
-76,106,-8.22401
-74,106,-8.04116
-72,106,-7.84176
-70,106,-7.63045
-68,106,-7.41152
-66,106,-7.18883
-64,106,-6.96574
-62,106,-6.74512
-60,106,-6.52934
-58,106,-6.32036
-56,106,-6.11973
-54,106,-5.92868
-52,106,-5.74813
-50,106,-5.57876
-48,106,-5.42104
-46,106,-5.27527
-44,106,-5.14158
-42,106,-5.02
-40,106,-4.91043
-38,106,-4.8127
-36,106,-4.72655
-34,106,-4.65165
-32,106,-4.58761
-30,106,-4.53398
-28,106,-4.49027
-26,106,-4.45592
-24,106,-4.43035
-22,106,-4.41291
-20,106,-4.40294
-18,106,-4.39974
-16,106,-4.40258
-14,106,-4.41073
-12,106,-4.42343
-10,106,-4.43997
-8,106,-4.45961
-6,106,-4.48168
-4,106,-4.50554
-2,106,-4.53064
0,106,-4.55648
2,106,-4.58267
4,106,-4.60893
6,106,-4.63507
8,106,-4.66105
10,106,-4.68693
12,106,-4.71289
14,106,-4.73923
16,106,-4.76634
18,106,-4.7947
20,106,-4.82486
22,106,-4.85742
24,106,-4.89302
26,106,-4.9323
28,106,-4.97589
30,106,-5.02439
32,106,-5.07835
34,106,-5.13824
36,106,-5.20445
38,106,-5.27728
40,106,-5.35691
42,106,-5.44338
44,106,-5.53661
46,106,-5.63637
