"lP [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
27.8,0.7,2.621,-0.821062309141602
27.8,0.7,2.624,-0.799979622418188
27.8,0.7,2.627,-0.77984176112681
27.8,0.7,2.63,-0.760595854865222
27.8,0.7,2.633,-0.742192579170763
27.8,0.7,2.636,-0.724585882728479
27.8,0.7,2.639,-0.707732737950998
27.8,0.7,2.642,-0.69159291275382
27.8,0.7,2.645,-0.676128761564991
27.8,0.7,2.648,-0.661305033801531
27.8,0.7,2.651,-0.647088698218513
27.8,0.7,2.654,-0.633448781692242
27.8,0.7,2.657,-0.620356221138898
27.8,0.7,2.66,-0.607783727395267
27.8,0.7,2.663,-0.595705660001098
27.8,0.7,2.666,-0.584097911923675
27.8,0.7,2.669,-0.57293780335643
27.8,0.7,2.672,-0.562203983805138
27.8,0.7,2.675,-0.551876341749044
27.8,0.7,2.678,-0.541935921230481
27.8,0.7,2.681,-0.532364844786467
27.8,0.7,2.684,-0.523146242189425
27.8,0.7,2.687,-0.514264184513008
27.8,0.7,2.69,-0.50570362308255
27.8,0.7,2.693,-0.497450332909633
27.8,0.7,2.696,-0.489490860245685
27.8,0.7,2.699,-0.48181247392211
27.8,0.7,2.702,-0.474403120173627
27.8,0.7,2.705,-0.467251380668048
27.8,0.7,2.708,-0.460346433489686
27.8,0.7,2.711,-0.453678016845396
27.8,0.7,2.714,-0.447236395281988
27.8,0.7,2.717,-0.441012328221695
27.8,0.7,2.72,-0.434997040638624
27.8,0.7,2.723,-0.429182195713997
27.8,0.7,2.726,-0.423559869321401
27.8,0.7,2.729,-0.418122526205502
27.8,0.7,2.732,-0.412862997728994
27.8,0.7,2.735,-0.407774461072481
27.8,0.7,2.738,-0.402850419781551
27.8,0.7,2.741,-0.398084685563547
27.8,0.7,2.744,-0.393471361244427
27.8,0.7,2.747,-0.389004824803107
27.8,0.7,2.75,-0.384679714407129
27.8,0.7,2.753,-0.380490914379501
27.8,0.7,2.756,-0.376433542031886
27.8,0.7,2.759,-0.372502935304295
27.8,0.7,2.762,-0.368694641156064
27.8,0.7,2.765,-0.365004404656932
27.8,0.7,2.768,-0.361428158731036
27.8,0.7,2.771,-0.357962014509978
27.8,0.7,2.774,-0.354602252254532
27.8,0.7,2.777,-0.35134531280737
27.8,0.7,2.78,-0.348187789542052
27.8,0.7,2.783,-0.345126420775948
27.8,0.7,2.786,-0.342158082617146
27.8,0.7,2.789,-0.339279782217506
27.8,0.7,2.792,-0.336488651405988
27.8,0.7,2.795,-0.333781940678221
27.8,0.7,2.798,-0.331157013519966
27.8,0.7,2.801,-0.32861134104363
27.8,0.7,2.804,-0.326142496918488
27.8,0.7,2.807,-0.323748152576529
27.8,0.7,2.81,-0.321426072677159
27.8,0.7,2.813,-0.319174110815013
27.8,0.7,2.816,-0.316990205456277
27.8,0.7,2.819,-0.314872376089885
27.8,0.7,2.822,-0.312818719580742
27.8,0.7,2.825,-0.310827406713211
27.8,0.7,2.828,-0.308896678913548
27.8,0.7,2.831,-0.307024845141054
27.8,0.7,2.834,-0.305210278938029
27.8,0.7,2.837,-0.303451415629538
27.8,0.7,2.84,-0.301746749664397
27.8,0.7,2.843,-0.300094832089364
27.8,0.7,2.846,-0.298494268149078
27.8,0.7,2.849,-0.296943715004718
27.8,0.7,2.852,-0.295441879564724
27.8,0.7,2.855,-0.293987516421493
27.8,0.7,2.858,-0.292579425888178
27.8,0.7,2.861,-0.29121645213014
27.8,0.7,2.864,-0.289897481385958
27.8,0.7,2.867,-0.288621440273166
27.8,0.7,2.87,-0.287387294174192
27.8,0.7,2.873,-0.286194045698215
27.8,0.7,2.876,-0.285040733214997
27.8,0.7,2.879,-0.283926429456855
27.8,0.7,2.882,-0.28285024018523
27.8,0.7,2.885,-0.281811302918562
27.8,0.7,2.888,-0.280808785718232
27.8,0.7,2.891,-0.279841886029675
27.8,0.7,2.894,-0.27890982957582
27.8,0.7,2.897,-0.278011869300204
27.8,0.7,2.9,-0.277147284357327
27.8,0.7,2.903,-0.276315379147775
27.8,0.7,2.906,-0.275515482396035
27.8,0.7,2.909,-0.274746946268775
27.8,0.7,2.912,-0.274009145531658
27.8,0.7,2.915,-0.273301476742818
27.8,0.7,2.918,-0.272623357481192
27.8,0.7,2.921,-0.271974225608066
27.8,0.7,2.924,-0.271353538560206
27.8,0.7,2.927,-0.270760772673108
27.8,0.7,2.93,-0.270195422532901
27.8,0.7,2.933,-0.269657000355594
27.8,0.7,2.936,-0.269145035392387
27.8,0.7,2.939,-0.268659073359772
27.8,0.7,2.942,-0.26819867589338
27.8,0.7,2.945,-0.267763420024389
27.8,0.7,2.948,-0.267352897677525
27.8,0.7,2.951,-0.266966715189631
27.8,0.7,2.954,-0.26660449284792
27.8,0.7,2.957,-0.266265864446978
27.8,0.7,2.96,-0.265950476863729
27.8,0.7,2.963,-0.265657989649528
27.8,0.7,2.966,-0.265388074638632
27.8,0.7,2.969,-0.265140415572357
27.8,0.7,2.972,-0.264914707738213
27.8,0.7,2.975,-0.264710657623352
27.8,0.7,2.978,-0.264527982581753
27.8,0.7,2.981,-0.26436641051453
27.8,0.7,2.984,-0.264225679562791
27.8,0.7,2.987,-0.264105537812554
27.8,0.7,2.99,-0.264005743011163
27.8,0.7,2.993,-0.263926062294786
27.8,0.7,2.996,-0.263866271926445
27.8,0.7,2.999,-0.263826157044243
27.8,0.7,3.002,-0.26380551141928
27.8,0.7,3.005,-0.263804137222922
27.8,0.7,3.008,-0.263821844803003
27.8,0.7,3.011,-0.263858452468627
27.8,0.7,3.014,-0.263913786283202
27.8,0.7,3.017,-0.263987679865399
27.8,0.7,3.02,-0.264079974197691
27.8,0.7,3.023,-0.264190517442192
27.8,0.7,3.026,-0.26431916476354
27.8,0.7,3.029,-0.264465778158463
27.8,0.7,3.032,-0.264630226291859
27.8,0.7,3.035,-0.26481238433909
27.8,0.7,3.038,-0.265012133834262
27.8,0.7,3.041,-0.265229362524278
27.8,0.7,3.044,-0.265463964228398
27.8,0.7,3.047,-0.265715838703168
27.8,0.7,3.05,-0.265984891512479
27.8,0.9,1.85,-0.136909128546756
27.8,0.9,1.853,-0.137899189702548
27.8,0.9,1.856,-0.138901943168624
27.8,0.9,1.859,-0.139917624579181
27.8,0.9,1.862,-0.140946475529538
27.8,0.9,1.865,-0.141988743759988
27.8,0.9,1.868,-0.14304468334615
27.8,0.9,1.871,-0.144114554896094
27.8,0.9,1.874,-0.145198625754501
27.8,0.9,1.877,-0.146297170214166
27.8,0.9,1.88,-0.147410469735131
27.8,0.9,1.883,-0.148538813171794
27.8,0.9,1.886,-0.14968249700828
27.8,0.9,1.889,-0.150841825602482
27.8,0.9,1.892,-0.15201711143908
27.8,0.9,1.895,-0.153208675391956
27.8,0.9,1.898,-0.15441684699641
27.8,0.9,1.901,-0.155641964731548
27.8,0.9,1.904,-0.156884376313359
27.8,0.9,1.907,-0.158144438998854
27.8,0.9,1.91,-0.159422519901852
27.8,0.9,1.913,-0.160718996320815
27.8,0.9,1.916,-0.162034256079355
27.8,0.9,1.919,-0.163368697879903
27.8,0.9,1.922,-0.164722731671183
27.8,0.9,1.925,-0.166096779030065
27.8,0.9,1.928,-0.167491273558472
27.8,0.9,1.931,-0.168906661296006
27.8,0.9,1.934,-0.17034340114902
27.8,0.9,1.937,-0.171801965336863
27.8,0.9,1.94,-0.173282839856137
27.8,0.9,1.943,-0.174786524963742
27.8,0.9,1.946,-0.17631353567961
27.8,0.9,1.949,-0.177864402310054
27.8,0.9,1.952,-0.179439670992697
27.8,0.9,1.955,-0.181039904263992
27.8,0.9,1.958,-0.182665681650397
27.8,0.9,1.961,-0.184317600284388
27.8,0.9,1.964,-0.185996275546424
27.8,0.9,1.967,-0.187702341734202
27.8,0.9,1.97,-0.189436452760464
27.8,0.9,1.973,-0.19119928288079
27.8,0.9,1.976,-0.192991527452842
27.8,0.9,1.979,-0.194813903728616
27.8,0.9,1.982,-0.196667151681342
27.8,0.9,1.985,-0.198552034868777
27.8,0.9,1.988,-0.200469341334717
27.8,0.9,1.991,-0.202419884550666
27.8,0.9,1.994,-0.204404504399719
27.8,0.9,1.997,-0.206424068204811
27.8,0.9,2,-0.208479471803631
27.8,0.9,2.003,-0.21057164067264
27.8,0.9,2.006,-0.212701531102717
27.8,0.9,2.009,-0.214870131429203
27.8,0.9,2.012,-0.217078463319175
27.8,0.9,2.015,-0.21932758311902
27.8,0.9,2.018,-0.22161858326556
27.8,0.9,2.021,-0.223952593764097
27.8,0.9,2.024,-0.226330783737078
27.8,0.9,2.027,-0.228754363047192
27.8,0.9,2.03,-0.231224583999013
27.8,0.9,2.033,-0.233742743123528
27.8,0.9,2.036,-0.236310183050158
27.8,0.9,2.039,-0.238928294471214
27.8,0.9,2.042,-0.241598518203943
27.8,0.9,2.045,-0.244322347355781
27.8,0.9,2.048,-0.247101329598652
27.8,0.9,2.051,-0.24993706955863
27.8,0.9,2.054,-0.25283123132765
27.8,0.9,2.057,-0.255785541104358
27.8,0.9,2.06,-0.258801789971742
27.8,0.9,2.063,-0.261881836819588
27.8,0.9,2.066,-0.265027611420416
27.8,0.9,2.069,-0.268241117668093
27.8,0.9,2.072,-0.271524436988965
27.8,0.9,2.075,-0.274879731935985
27.8,0.9,2.078,-0.278309249977049
27.8,0.9,2.081,-0.281815327489556
27.8,0.9,2.084,-0.285400393973958
27.8,0.9,2.087,-0.289066976500045
27.8,0.9,2.09,-0.292817704400631
27.8,0.9,2.093,-0.296655314228336
27.8,0.9,2.096,-0.300582654992308
27.8,0.9,2.099,-0.304602693692941
27.8,0.9,2.102,-0.308718521173893
27.8,0.9,2.105,-0.312933358312198
27.8,0.9,2.108,-0.317250562568723
27.8,0.9,2.111,-0.321673634922906
27.8,0.9,2.114,-0.326206227217488
27.8,0.9,2.117,-0.330852149940851
27.8,0.9,2.12,-0.335615380476703
27.8,0.9,2.123,-0.340500071853079
27.8,0.9,2.126,-0.345510562025134
27.8,0.9,2.129,-0.350651383728774
27.8,0.9,2.132,-0.355927274945164
27.8,0.9,2.135,-0.361343190019222
27.8,0.9,2.138,-0.366904311478636
27.8,0.9,2.141,-0.372616062603665
27.8,0.9,2.144,-0.378484120802009
27.8,0.9,2.147,-0.384514431847394
27.8,0.9,2.15,-0.390713225045382
27.8,0.9,2.153,-0.39708702939505
27.8,0.9,2.156,-0.403642690820913
27.8,0.9,2.159,-0.410387390555669
27.8,0.9,2.162,-0.41732866476113
27.8,0.9,2.165,-0.42447442548209
27.8,0.9,2.168,-0.431832983036005
27.8,0.9,2.171,-0.439413069950219
27.8,0.9,2.174,-0.447223866568175
27.8,0.9,2.177,-0.455275028456664
27.8,0.9,2.18,-0.463576715757883
27.8,0.9,2.183,-0.472139624642749
27.8,0.9,2.186,-0.480975021036108
27.8,0.9,2.189,-0.490094776799751
27.8,0.9,2.192,-0.499511408576198
27.8,0.9,2.195,-0.509238119514836
27.8,0.9,2.198,-0.51928884412248
27.8,0.9,2.201,-0.529678296503139
27.8,0.9,2.204,-0.540422022276564
27.8,0.9,2.207,-0.551536454492748
27.8,0.9,2.21,-0.563038973889861
27.8,0.9,2.213,-0.574947973876587
27.8,0.9,2.216,-0.587282930656942
27.8,0.9,2.219,-0.600064478956533
27.8,0.9,2.222,-0.613314493854733
27.8,0.9,2.225,-0.627056179277266
27.8,0.9,2.228,-0.64131416375954
27.8,0.9,2.231,-0.65611460415275
27.8,0.9,2.234,-0.671485298013307
27.8,0.9,2.237,-0.687455805492188
27.8,0.9,2.24,-0.704057581625491
27.8,0.9,2.243,-0.721324120021398
27.8,0.9,2.246,-0.739291109043394
27.8,0.9,2.249,-0.757996601706099
27.8,0.9,2.252,-0.777481200629743
27.8,0.9,2.255,-0.797788259543997
27.8,0.9,2.258,-0.818964102993015
27.8,0.9,2.261,-0.841058266073536
27.8,0.9,2.264,-0.864123756238663
27.8,0.9,2.267,-0.888217339424204
27.8,0.9,2.27,-0.913399853004897
27.8,0.9,2.273,-0.939736548367949
27.8,0.9,2.276,-0.967297466204093
27.8,0.9,2.279,-0.996157847966361
27.8,0.9,2.282,-1.026398587338
27.8,0.9,2.285,-1.05810672598869
27.8,0.9,2.288,-1.09137599838731
27.8,0.9,2.291,-1.12630743098717
27.8,0.9,2.294,-1.16301000171102
27.8,0.9,2.297,-1.20160136634725
27.8,0.9,2.3,-1.24220865923231
27.8,0.9,2.303,-1.28496937644699
27.8,0.9,2.306,-1.33003235070523
27.8,0.9,2.309,-1.37755882817336
27.8,0.9,2.312,-1.42772365863622
27.8,0.9,2.315,-1.48071661173546
27.8,0.9,2.318,-1.53674383345551
27.8,0.9,2.321,-1.59602945863569
27.8,0.9,2.324,-1.65881739705242
27.8,0.9,2.327,-1.72537331255185
27.8,0.9,2.33,-1.79598681682671
27.8,0.9,2.333,-1.87097390172051
27.8,0.9,2.336,-1.95067963640253
27.8,0.9,2.339,-2.03548115836711
27.8,0.9,2.342,-2.12579098993648
27.8,0.9,2.345,-2.2220607147235
27.8,0.9,2.348,-2.3247850512389
27.8,0.9,2.351,-2.43450636334548
27.8,0.9,2.354,-2.55181964932003
27.8,0.9,2.357,-2.67737805249999
27.8,0.9,2.36,-2.81189893627364
27.8,0.9,2.363,-2.95617056361408
27.8,0.9,2.366,-3.1110594150565
27.8,0.9,2.369,-3.27751816679569
27.8,0.9,2.372,-3.456594329037
27.8,0.9,2.375,-3.6494395085105
27.8,0.9,2.378,-3.85731919966608
27.8,0.9,2.381,-4.08162291294901
27.8,0.9,2.384,-4.32387429390033
27.8,0.9,2.387,-4.58574063831711
27.8,0.9,2.39,-4.86904080876373
27.8,0.9,2.393,-5.1757499119381
27.8,0.9,2.396,-5.5079980492251
27.8,0.9,2.399,-5.86805874720579
27.8,0.9,2.402,-6.25831988627812
27.8,0.9,2.405,-6.68122537586781
27.8,0.9,2.408,-7.13916834289341
27.8,0.9,2.411,-7.63430442994824
27.8,0.9,2.414,-8.16823433186522
27.8,0.9,2.417,-8.74147466244341
27.8,0.9,2.42,-9.35259332424664
27.8,0.9,2.423,-9.99683452171903
27.8,0.9,2.426,-10.6640290800614
27.8,0.9,2.429,-11.3356740673356
27.8,0.9,2.432,-11.9815012973827
27.8,0.9,2.435,-12.5569969437487
27.8,0.9,2.438,-13.0052226238216
27.8,0.9,2.441,-13.267250560526
27.8,0.9,2.444,-13.3014494790691
27.8,0.9,2.447,-13.1018388152553
27.8,0.9,2.45,-12.7010325458813
27.8,0.9,2.453,-12.155130667693
27.8,0.9,2.456,-11.5232226132257
27.8,0.9,2.459,-10.8539934556336
27.8,0.9,2.462,-10.1817702598337
27.8,0.9,2.465,-9.52817358200836
27.8,0.9,2.468,-8.90549546373898
27.8,0.9,2.471,-8.3198377786347
27.8,0.9,2.474,-7.77344440876971
27.8,0.9,2.477,-7.26626581352032
27.8,0.9,2.48,-6.79695366911775
27.8,0.9,2.483,-6.36347385523297
27.8,0.9,2.486,-5.96347638222923
27.8,0.9,2.489,-5.59451443218682
27.8,0.9,2.492,-5.25417096522264
27.8,0.9,2.495,-4.94012911710721
27.8,0.9,2.498,-4.65020860933152
27.8,0.9,2.501,-4.38238175305534
27.8,0.9,2.504,-4.13477734587023
27.8,0.9,2.507,-3.90567753762077
27.8,0.9,2.51,-3.69351077244746
27.8,0.9,2.513,-3.49684270683516
27.8,0.9,2.516,-3.31436625983421
27.8,0.9,2.519,-3.14489149156399
27.8,0.9,2.522,-2.98733572036945
27.8,0.9,2.525,-2.84071411108708
27.8,0.9,2.528,-2.70413085607749
27.8,0.9,2.531,-2.57677100193074
27.8,0.9,2.534,-2.45789293248996
27.8,0.9,2.537,-2.34682149336115
27.8,0.9,2.54,-2.24294172826324
27.8,0.9,2.543,-2.14569318955121
27.8,0.9,2.546,-2.05456478153587
27.8,0.9,2.549,-1.96909009423699
27.8,0.9,2.552,-1.88884318590776
27.8,0.9,2.555,-1.81343477438901
27.8,0.9,2.558,-1.74250879965114
27.8,0.9,2.561,-1.67573932247581
27.8,0.9,2.564,-1.61282772693106
27.8,0.9,2.567,-1.5535001969844
27.8,0.9,2.57,-1.49750544020256
27.8,0.9,2.573,-1.44461263395908
27.8,0.9,2.576,-1.39460957188685
27.8,0.9,2.579,-1.3473009904597
27.8,0.9,2.582,-1.30250705756277
27.8,0.9,2.585,-1.26006200671786
27.8,0.9,2.588,-1.21981290227523
27.8,0.9,2.591,-1.18161852237481
27.8,0.9,2.594,-1.14534834782859
27.8,0.9,2.597,-1.11088164629293
27.8,0.9,2.6,-1.07810664219458
27.8,0.9,2.603,-1.04691976385858
27.8,0.9,2.606,-1.01722496016998
27.8,0.9,2.609,-0.988933079893507
27.8,0.9,2.612,-0.96196130748524
27.8,0.9,2.615,-0.936232649865899
27.8,0.9,2.618,-0.911675469194275
27.8,0.9,2.621,-0.888223057188331
27.8,0.9,2.624,-0.865813246996739
27.8,0.9,2.627,-0.844388059030881
27.8,0.9,2.63,-0.82389337753165
27.8,0.9,2.633,-0.804278654971155
27.8,0.9,2.636,-0.785496641681198
27.8,0.9,2.639,-0.767503138361023
27.8,0.9,2.642,-0.750256769350705
27.8,0.9,2.645,-0.733718774765564
27.8,0.9,2.648,-0.717852819774423
27.8,0.9,2.651,-0.702624819472481
27.8,0.9,2.654,-0.688002777950233
27.8,0.9,2.657,-0.673956640294898
27.8,0.9,2.66,-0.660458156382136
27.8,0.9,2.663,-0.647480755424789
27.8,0.9,2.666,-0.634999430343237
27.8,0.9,2.669,-0.622990631109923
27.8,0.9,2.672,-0.611432166299903
27.8,0.9,2.675,-0.60030311215048
27.8,0.9,2.678,-0.589583728497212
27.8,0.9,2.681,-0.579255381011558
27.8,0.9,2.684,-0.569300469217517
27.8,0.9,2.687,-0.559702359811917
27.8,0.9,2.69,-0.550445324855415
27.8,0.9,2.693,-0.541514484439939
27.8,0.9,2.696,-0.53289575347294
27.8,0.9,2.699,-0.524575792250447
27.8,0.9,2.702,-0.516541960519414
27.8,0.9,2.705,-0.508782274755699
27.8,0.9,2.708,-0.501285368407504
27.8,0.9,2.711,-0.494040454875305
27.8,0.9,2.714,-0.487037293018823
27.8,0.9,2.717,-0.48026615499892
27.8,0.9,2.72,-0.473717796278453
27.8,0.9,2.723,-0.467383427620603
27.8,0.9,2.726,-0.461254688936458
27.8,0.9,2.729,-0.455323624845622
27.8,0.9,2.732,-0.449582661824772
27.8,0.9,2.735,-0.444024586828981
27.8,0.9,2.738,-0.438642527279831
27.8,0.9,2.741,-0.43342993232284
27.8,0.9,2.744,-0.428380555264112
27.8,0.9,2.747,-0.423488437103506
27.8,0.9,2.75,-0.418747891087592
27.8,0.9,2.753,-0.414153488211983
27.8,0.9,2.756,-0.409700043607635
27.8,0.9,2.759,-0.405382603750888
27.8,0.9,2.762,-0.401196434441469
27.8,0.9,2.765,-0.397137009496822
27.8,0.9,2.768,-0.393200000115021
27.8,0.9,2.771,-0.389381264861925
27.8,0.9,2.774,-0.385676840241599
27.8,0.9,2.777,-0.382082931811913
27.8,0.9,2.78,-0.378595905810015
27.8,0.9,2.783,-0.375212281254828
27.8,0.9,2.786,-0.371928722496209
27.8,0.9,2.789,-0.368742032182353
27.8,0.9,2.792,-0.365649144619153
27.8,0.9,2.795,-0.362647119497055
27.8,0.9,2.798,-0.359733135962484
27.8,0.9,2.801,-0.356904487012782
27.8,0.9,2.804,-0.354158574194648
27.8,0.9,2.807,-0.351492902587812
27.8,0.9,2.81,-0.348905076056646
27.8,0.9,2.813,-0.346392792753611
27.8,0.9,2.816,-0.343953840859657
27.8,0.9,2.819,-0.341586094547461
27.8,0.9,2.822,-0.339287510154472
27.8,0.9,2.825,-0.337056122553494
27.8,0.9,2.828,-0.334890041709399
27.8,0.9,2.831,-0.332787449411201
27.8,0.9,2.834,-0.330746596169521
27.8,0.9,2.837,-0.328765798270001
27.8,0.9,2.84,-0.326843434973909
27.8,0.9,2.843,-0.324977945857642
27.8,0.9,2.846,-0.323167828283433
27.8,0.9,2.849,-0.321411634993967
27.8,0.9,2.852,-0.319707971824121
27.8,0.9,2.855,-0.3180554955234
27.8,0.9,2.858,-0.316452911683103
27.8,0.9,2.861,-0.314898972762535
27.8,0.9,2.864,-0.31339247620896
27.8,0.9,2.867,-0.311932262666335
27.8,0.9,2.87,-0.310517214268086
27.8,0.9,2.873,-0.309146253009546
27.8,0.9,2.876,-0.307818339195843
27.8,0.9,2.879,-0.306532469961383
27.8,0.9,2.882,-0.305287677857173
27.8,0.9,2.885,-0.304083029502538
27.8,0.9,2.888,-0.302917624297953
27.8,0.9,2.891,-0.301790593195856
27.8,0.9,2.894,-0.300701097526573
27.8,0.9,2.897,-0.299648327876551
27.8,0.9,2.9,-0.298631503016329
27.8,0.9,2.903,-0.297649868875769
27.8,0.9,2.906,-0.296702697564236
27.8,0.9,2.909,-0.295789286433498
27.8,0.9,2.912,-0.294908957181336
27.8,0.9,2.915,-0.294061054993825
27.8,0.9,2.918,-0.293244947724492
27.8,0.9,2.921,-0.292460025108527
27.8,0.9,2.924,-0.291705698010459
27.8,0.9,2.927,-0.290981397703653
27.8,0.9,2.93,-0.290286575180172
27.8,0.9,2.933,-0.289620700489588
27.8,0.9,2.936,-0.288983262105377
27.8,0.9,2.939,-0.28837376631766
27.8,0.9,2.942,-0.287791736651057
27.8,0.9,2.945,-0.287236713306511
27.8,0.9,2.948,-0.28670825262603
27.8,0.9,2.951,-0.286205926579284
27.8,0.9,2.954,-0.285729322271068
27.8,0.9,2.957,-0.285278041468744
27.8,0.9,2.96,-0.284851700148756
27.8,0.9,2.963,-0.28444992806136
27.8,0.9,2.966,-0.284072368312825
27.8,0.9,2.969,-0.283718676964275
27.8,0.9,2.972,-0.283388522646535
27.8,0.9,2.975,-0.283081586190196
27.8,0.9,2.978,-0.282797560270365
27.8,0.9,2.981,-0.282536149065364
27.8,0.9,2.984,-0.282297067928867
27.8,0.9,2.987,-0.282080043074873
27.8,0.9,2.99,-0.281884811274997
27.8,0.9,2.993,-0.28171111956755
27.8,0.9,2.996,-0.281558724977952
27.8,0.9,2.999,-0.281427394249985
27.8,0.9,3.002,-0.28131690358744
27.8,0.9,3.005,-0.281227038405793
27.8,0.9,3.008,-0.2811575930934
27.8,0.9,3.011,-0.281108370781977
27.8,0.9,3.014,-0.281079183125839
27.8,0.9,3.017,-0.281069850089661
27.8,0.9,3.02,-0.281080199744408
27.8,0.9,3.023,-0.28111006807106
27.8,0.9,3.026,-0.281159298771901
27.8,0.9,3.029,-0.281227743089028
27.8,0.9,3.032,-0.281315259629834
27.8,0.9,3.035,-0.28142171419919
27.8,0.9,3.038,-0.281546979638065
27.8,0.9,3.041,-0.28169093566835
27.8,0.9,3.044,-0.281853468743659
27.8,0.9,3.047,-0.282034471905876
27.8,0.9,3.05,-0.282233844647233
27.8,1.1,1.85,-0.152027667259666
27.8,1.1,1.853,-0.153165141175805
27.8,1.1,1.856,-0.154316941183168
27.8,1.1,1.859,-0.155483335669266
27.8,1.1,1.862,-0.156664599692577
27.8,1.1,1.865,-0.157861015188003
27.8,1.1,1.868,-0.159072871179537
27.8,1.1,1.871,-0.160300464000403
27.8,1.1,1.874,-0.16154409752103
27.8,1.1,1.877,-0.162804083385132
27.8,1.1,1.88,-0.164080741254274
27.8,1.1,1.883,-0.165374399061221
27.8,1.1,1.886,-0.166685393272483
27.8,1.1,1.889,-0.168014069160413
27.8,1.1,1.892,-0.16936078108527
27.8,1.1,1.895,-0.170725892787653
27.8,1.1,1.898,-0.172109777691767
27.8,1.1,1.901,-0.173512819219967
27.8,1.1,1.904,-0.174935411119065
27.8,1.1,1.907,-0.176377957798908
27.8,1.1,1.91,-0.177840874683768
27.8,1.1,1.913,-0.179324588577065
27.8,1.1,1.916,-0.180829538040074
27.8,1.1,1.919,-0.182356173785137
27.8,1.1,1.922,-0.183904959084115
27.8,1.1,1.925,-0.185476370192689
27.8,1.1,1.928,-0.187070896791243
27.8,1.1,1.931,-0.188689042443083
27.8,1.1,1.934,-0.190331325070754
27.8,1.1,1.937,-0.191998277451288
27.8,1.1,1.94,-0.193690447731226
27.8,1.1,1.943,-0.195408399962376
27.8,1.1,1.946,-0.197152714659176
27.8,1.1,1.949,-0.198923989378754
27.8,1.1,1.952,-0.200722839324666
27.8,1.1,1.955,-0.202549897975483
27.8,1.1,1.958,-0.204405817739361
27.8,1.1,1.961,-0.206291270635834
27.8,1.1,1.964,-0.208206949006131
27.8,1.1,1.967,-0.210153566253385
27.8,1.1,1.97,-0.21213185761418
27.8,1.1,1.973,-0.214142580962945
27.8,1.1,1.976,-0.216186517650785
27.8,1.1,1.979,-0.218264473380484
27.8,1.1,1.982,-0.22037727911942
27.8,1.1,1.985,-0.222525792052284
27.8,1.1,1.988,-0.224710896575612
27.8,1.1,1.991,-0.226933505336196
27.8,1.1,1.994,-0.229194560315619
27.8,1.1,1.997,-0.231495033963249
27.8,1.1,2,-0.233835930380166
27.8,1.1,2.003,-0.236218286556639
27.8,1.1,2.006,-0.238643173665934
27.8,1.1,2.009,-0.241111698417398
27.8,1.1,2.012,-0.243625004471887
27.8,1.1,2.015,-0.246184273922853
27.8,1.1,2.018,-0.248790728846582
27.8,1.1,2.021,-0.251445632925254
27.8,1.1,2.024,-0.254150293146717
27.8,1.1,2.027,-0.256906061585197
27.8,1.1,2.03,-0.259714337267268
27.8,1.1,2.033,-0.262576568127764
27.8,1.1,2.036,-0.265494253060656
27.8,1.1,2.039,-0.268468944070063
27.8,1.1,2.042,-0.271502248527064
27.8,1.1,2.045,-0.274595831538202
27.8,1.1,2.048,-0.277751418432062
27.8,1.1,2.051,-0.280970797370545
27.8,1.1,2.054,-0.284255822092103
27.8,1.1,2.057,-0.287608414794455
27.8,1.1,2.06,-0.291030569164932
27.8,1.1,2.063,-0.29452435356707
27.8,1.1,2.066,-0.298091914392646
27.8,1.1,2.069,-0.301735479588986
27.8,1.1,2.072,-0.305457362371983
27.8,1.1,2.075,-0.309259965135983
27.8,1.1,2.078,-0.313145783572477
27.8,1.1,2.081,-0.317117411010306
27.8,1.1,2.084,-0.321177542990968
27.8,1.1,2.087,-0.325328982093592
27.8,1.1,2.09,-0.329574643025045
27.8,1.1,2.093,-0.333917557991896
27.8,1.1,2.096,-0.338360882371929
27.8,1.1,2.099,-0.342907900704331
27.8,1.1,2.102,-0.347562033018934
27.8,1.1,2.105,-0.352326841526374
27.8,1.1,2.108,-0.357206037692686
27.8,1.1,2.111,-0.36220348972343
27.8,1.1,2.114,-0.367323230484419
27.8,1.1,2.117,-0.372569465888046
27.8,1.1,2.12,-0.377946583776395
27.8,1.1,2.123,-0.38345916333462
27.8,1.1,2.126,-0.38911198507069
27.8,1.1,2.129,-0.39491004140024
27.8,1.1,2.132,-0.400858547878343
27.8,1.1,2.135,-0.406962955123136
27.8,1.1,2.138,-0.413228961479873
27.8,1.1,2.141,-0.419662526477632
27.8,1.1,2.144,-0.426269885135157
27.8,1.1,2.147,-0.433057563176735
27.8,1.1,2.15,-0.440032393223958
27.8,1.1,2.153,-0.447201532034442
27.8,1.1,2.156,-0.45457247886451
27.8,1.1,2.159,-0.462153095039039
27.8,1.1,2.162,-0.469951624818626
27.8,1.1,2.165,-0.477976717661699
27.8,1.1,2.168,-0.486237451987497
27.8,1.1,2.171,-0.494743360554645
27.8,1.1,2.174,-0.503504457580019
27.8,1.1,2.177,-0.512531267733252
27.8,1.1,2.18,-0.521834857153886
27.8,1.1,2.183,-0.531426866651206
27.8,1.1,2.186,-0.541319547260698
27.8,1.1,2.189,-0.551525798346663
27.8,1.1,2.192,-0.562059208457395
27.8,1.1,2.195,-0.572934099157995
27.8,1.1,2.198,-0.584165572086351
27.8,1.1,2.201,-0.595769559500327
27.8,1.1,2.204,-0.607762878608958
27.8,1.1,2.207,-0.62016329000777
