"lP [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
27.8,1.3,3.002,-0.366752052604048
27.8,1.3,3.005,-0.366558190476681
27.8,1.3,3.008,-0.366391803611002
27.8,1.3,3.011,-0.366252608706457
27.8,1.3,3.014,-0.366140334083748
27.8,1.3,3.017,-0.366054719384243
27.8,1.3,3.02,-0.365995515280711
27.8,1.3,3.023,-0.36596248319888
27.8,1.3,3.026,-0.365955395049446
27.8,1.3,3.029,-0.365974032970063
27.8,1.3,3.032,-0.366018189077016
27.8,1.3,3.035,-0.366087665226066
27.8,1.3,3.038,-0.36618227278227
27.8,1.3,3.041,-0.366301832398294
27.8,1.3,3.044,-0.366446173800996
27.8,1.3,3.047,-0.366615135585901
27.8,1.3,3.05,-0.3668085650193
27.8,1.5,1.85,-0.180714191019288
27.8,1.5,1.853,-0.182100711642827
27.8,1.5,1.856,-0.183504536400556
27.8,1.5,1.859,-0.184925987039467
27.8,1.5,1.862,-0.186365393092719
27.8,1.5,1.865,-0.187823092118312
27.8,1.5,1.868,-0.189299429945999
27.8,1.5,1.871,-0.190794760932752
27.8,1.5,1.874,-0.192309448227146
27.8,1.5,1.877,-0.193843864043036
27.8,1.5,1.88,-0.195398389942842
27.8,1.5,1.883,-0.196973417130901
27.8,1.5,1.886,-0.19856934675726
27.8,1.5,1.889,-0.200186590232341
27.8,1.5,1.892,-0.201825569552958
27.8,1.5,1.895,-0.203486717640096
27.8,1.5,1.898,-0.205170478689008
27.8,1.5,1.901,-0.206877308532115
27.8,1.5,1.904,-0.208607675015238
27.8,1.5,1.907,-0.210362058387741
27.8,1.5,1.91,-0.212140951707198
27.8,1.5,1.913,-0.213944861259142
27.8,1.5,1.916,-0.215774306992621
27.8,1.5,1.919,-0.217629822972181
27.8,1.5,1.922,-0.219511957847025
27.8,1.5,1.925,-0.221421275338098
27.8,1.5,1.928,-0.223358354743841
27.8,1.5,1.931,-0.225323791465515
27.8,1.5,1.934,-0.227318197552865
27.8,1.5,1.937,-0.229342202271133
27.8,1.5,1.94,-0.231396452690279
27.8,1.5,1.943,-0.233481614297491
27.8,1.5,1.946,-0.235598371633991
27.8,1.5,1.949,-0.23774742895724
27.8,1.5,1.952,-0.239929510929747
27.8,1.5,1.955,-0.242145363335661
27.8,1.5,1.958,-0.24439575382644
27.8,1.5,1.961,-0.246681472696985
27.8,1.5,1.964,-0.249003333693609
27.8,1.5,1.967,-0.251362174855377
27.8,1.5,1.97,-0.253758859390385
27.8,1.5,1.973,-0.256194276588638
27.8,1.5,1.976,-0.258669342773259
27.8,1.5,1.979,-0.26118500229192
27.8,1.5,1.982,-0.263742228550383
27.8,1.5,1.985,-0.266342025090245
27.8,1.5,1.988,-0.268985426713019
27.8,1.5,1.991,-0.271673500652842
27.8,1.5,1.994,-0.274407347800221
27.8,1.5,1.997,-0.27718810397936
27.8,1.5,2,-0.280016941281715
27.8,1.5,2.003,-0.282895069458673
27.8,1.5,2.006,-0.285823737376287
27.8,1.5,2.009,-0.288804234535254
27.8,1.5,2.012,-0.291837892659515
27.8,1.5,2.015,-0.294926087356933
27.8,1.5,2.018,-0.298070239855869
27.8,1.5,2.021,-0.301271818821595
27.8,1.5,2.024,-0.304532342256688
27.8,1.5,2.027,-0.307853379489924
27.8,1.5,2.03,-0.311236553258306
27.8,1.5,2.033,-0.314683541887252
27.8,1.5,2.036,-0.318196081574198
27.8,1.5,2.039,-0.321775968781233
27.8,1.5,2.042,-0.325425062742715
27.8,1.5,2.045,-0.329145288094142
27.8,1.5,2.048,-0.332938637629006
27.8,1.5,2.051,-0.336807175190724
27.8,1.5,2.054,-0.340753038707185
27.8,1.5,2.057,-0.344778443375969
27.8,1.5,2.06,-0.348885685008725
27.8,1.5,2.063,-0.353077143543823
27.8,1.5,2.066,-0.357355286736916
27.8,1.5,2.069,-0.361722674039665
27.8,1.5,2.072,-0.366181960677614
27.8,1.5,2.075,-0.370735901938817
27.8,1.5,2.078,-0.375387357685662
27.8,1.5,2.081,-0.380139297103124
27.8,1.5,2.084,-0.384994803697563
27.8,1.5,2.087,-0.389957080561118
27.8,1.5,2.09,-0.395029455917786
27.8,1.5,2.093,-0.400215388968332
27.8,1.5,2.096,-0.405518476052398
27.8,1.5,2.099,-0.410942457147374
27.8,1.5,2.102,-0.41649122272499
27.8,1.5,2.105,-0.422168820988077
27.8,1.5,2.108,-0.427979465511408
27.8,1.5,2.111,-0.433927543312378
27.8,1.5,2.114,-0.440017623378969
27.8,1.5,2.117,-0.446254465684495
27.8,1.5,2.12,-0.452643030720712
27.8,1.5,2.123,-0.459188489583201
27.8,1.5,2.126,-0.465896234645382
27.8,1.5,2.129,-0.472771890860198
27.8,1.5,2.132,-0.479821327731419
27.8,1.5,2.135,-0.48705067199966
27.8,1.5,2.138,-0.494466321091523
27.8,1.5,2.141,-0.502074957384061
27.8,1.5,2.144,-0.509883563340632
27.8,1.5,2.147,-0.5178994375786
27.8,1.5,2.15,-0.526130211933946
27.8,1.5,2.153,-0.534583869593026
27.8,1.5,2.156,-0.5432687643671
27.8,1.5,2.159,-0.55219364119139
27.8,1.5,2.162,-0.561367657936786
27.8,1.5,2.165,-0.570800408629525
27.8,1.5,2.168,-0.580501948181801
27.8,1.5,2.171,-0.590482818744711
27.8,1.5,2.174,-0.60075407780399
27.8,1.5,2.177,-0.611327328149134
27.8,1.5,2.18,-0.622214749857198
27.8,1.5,2.183,-0.633429134444532
27.8,1.5,2.186,-0.644983921352699
27.8,1.5,2.189,-0.65689323694895
27.8,1.5,2.192,-0.669171936237141
27.8,1.5,2.195,-0.681835647491944
27.8,1.5,2.198,-0.69490082004782
27.8,1.5,2.201,-0.708384775494484
27.8,1.5,2.204,-0.722305762553009
27.8,1.5,2.207,-0.736683015931112
27.8,1.5,2.21,-0.751536819483088
27.8,1.5,2.213,-0.766888574029419
27.8,1.5,2.216,-0.782760870223441
27.8,1.5,2.219,-0.799177566888237
27.8,1.5,2.222,-0.816163875286313
27.8,1.5,2.225,-0.833746449827706
27.8,1.5,2.228,-0.851953485770177
27.8,1.5,2.231,-0.870814824517611
27.8,1.5,2.234,-0.890362067181067
27.8,1.5,2.237,-0.910628697131072
27.8,1.5,2.24,-0.9316502123409
27.8,1.5,2.243,-0.953464268399191
27.8,1.5,2.246,-0.976110833157336
27.8,1.5,2.249,-0.999632354073763
27.8,1.5,2.252,-1.02407393942418
27.8,1.5,2.255,-1.04948355466598
27.8,1.5,2.258,-1.07591223537725
27.8,1.5,2.261,-1.10341431833767
27.8,1.5,2.264,-1.13204769248293
27.8,1.5,2.267,-1.16187407164654
27.8,1.5,2.27,-1.19295929120683
27.8,1.5,2.273,-1.22537363098506
27.8,1.5,2.276,-1.25919216699505
27.8,1.5,2.279,-1.29449515493042
27.8,1.5,2.282,-1.33136844859585
27.8,1.5,2.285,-1.36990395684849
27.8,1.5,2.288,-1.4102001430208
27.8,1.5,2.291,-1.4523625712524
27.8,1.5,2.294,-1.4965045046743
27.8,1.5,2.297,-1.54274756097237
27.8,1.5,2.3,-1.59122243151904
27.8,1.5,2.303,-1.64206967101508
27.8,1.5,2.306,-1.69544056544168
27.8,1.5,2.309,-1.75149808710514
27.8,1.5,2.312,-1.81041794668302
27.8,1.5,2.315,-1.87238975347795
27.8,1.5,2.318,-1.93761829658513
27.8,1.5,2.321,-2.0063249614208
27.8,1.5,2.324,-2.07874929808944
27.8,1.5,2.327,-2.1551507604483
27.8,1.5,2.33,-2.23581063753238
27.8,1.5,2.333,-2.32103420232839
27.8,1.5,2.336,-2.4111531068506
27.8,1.5,2.339,-2.50652805723105
27.8,1.5,2.342,-2.60755180828742
27.8,1.5,2.345,-2.71465252403142
27.8,1.5,2.348,-2.82829755916256
27.8,1.5,2.351,-2.94899772719269
27.8,1.5,2.354,-3.07731213404434
27.8,1.5,2.357,-3.21385367252476
27.8,1.5,2.36,-3.35929529402033
27.8,1.5,2.363,-3.51437720045785
27.8,1.5,2.366,-3.67991513390388
27.8,1.5,2.369,-3.85680998566083
27.8,1.5,2.372,-4.04605900487007
27.8,1.5,2.375,-4.24876896330205
27.8,1.5,2.378,-4.46617173500719
27.8,1.5,2.381,-4.69964288645949
27.8,1.5,2.384,-4.95072405855113
27.8,1.5,2.387,-5.22115017632466
27.8,1.5,2.39,-5.51288287511868
27.8,1.5,2.393,-5.82815202685392
27.8,1.5,2.396,-6.16950795430773
27.8,1.5,2.399,-6.53988793772933
27.8,1.5,2.402,-6.9427021100164
27.8,1.5,2.405,-7.38194606669167
27.8,1.5,2.408,-7.86235091906255
27.8,1.5,2.411,-8.38958682901187
27.8,1.5,2.414,-8.9705445660209
27.8,1.5,2.417,-9.6137336353818
27.8,1.5,2.42,-10.3298593615755
27.8,1.5,2.423,-11.1326833615024
27.8,1.5,2.426,-12.0403491174584
27.8,1.5,2.429,-13.0775030010238
27.8,1.5,2.432,-14.2788417212995
27.8,1.5,2.435,-15.6953574358547
27.8,1.5,2.438,-17.405972481861
27.8,1.5,2.441,-19.5403281413961
27.8,1.5,2.444,-22.3221404774196
27.8,1.5,2.447,-26.0911193148935
27.8,1.5,2.45,-30.1734207493895
27.8,1.5,2.453,-28.6003135899654
27.8,1.5,2.456,-24.3019855431348
27.8,1.5,2.459,-21.0051261972177
27.8,1.5,2.462,-18.5411705535392
27.8,1.5,2.465,-16.6116985905366
27.8,1.5,2.468,-15.0409652032276
27.8,1.5,2.471,-13.7253841127279
27.8,1.5,2.474,-12.6001988618964
27.8,1.5,2.477,-11.6225664083024
27.8,1.5,2.48,-10.7627531741782
27.8,1.5,2.483,-9.9992894736674
27.8,1.5,2.486,-9.31615240380789
27.8,1.5,2.489,-8.70104719974524
27.8,1.5,2.492,-8.14431444520727
27.8,1.5,2.495,-7.63821014266595
27.8,1.5,2.498,-7.17641669058787
27.8,1.5,2.501,-6.7537017426435
27.8,1.5,2.504,-6.36567458597133
27.8,1.5,2.507,-6.00860849460151
27.8,1.5,2.51,-5.67930873653554
27.8,1.5,2.513,-5.37501281300741
27.8,1.5,2.516,-5.09331386797884
27.8,1.5,2.519,-4.83210102806741
27.8,1.5,2.522,-4.58951230014942
27.8,1.5,2.525,-4.36389691333176
27.8,1.5,2.528,-4.1537848565489
27.8,1.5,2.531,-3.95786196594332
27.8,1.5,2.534,-3.77494934263679
27.8,1.5,2.537,-3.6039861870616
27.8,1.5,2.54,-3.44401535756759
27.8,1.5,2.543,-3.29417112340792
27.8,1.5,2.546,-3.1536687024501
27.8,1.5,2.549,-3.02179526384624
27.8,1.5,2.552,-2.8979021437085
27.8,1.5,2.555,-2.78139807344146
27.8,1.5,2.558,-2.67174325999149
27.8,1.5,2.561,-2.56844418792871
27.8,1.5,2.564,-2.47104903719708
27.8,1.5,2.567,-2.3791436291868
27.8,1.5,2.57,-2.2923478287066
27.8,1.5,2.573,-2.21031234136332
27.8,1.5,2.576,-2.13271585546778
27.8,1.5,2.579,-2.05926248539022
27.8,1.5,2.582,-1.98967947967303
27.8,1.5,2.585,-1.92371516247008
27.8,1.5,2.588,-1.86113708124883
27.8,1.5,2.591,-1.80173033734014
27.8,1.5,2.594,-1.74529607898905
27.8,1.5,2.597,-1.69165013915638
27.8,1.5,2.6,-1.64062180252912
27.8,1.5,2.603,-1.59205268808797
27.8,1.5,2.606,-1.54579573520339
27.8,1.5,2.609,-1.50171428263477
27.8,1.5,2.612,-1.45968123102212
27.8,1.5,2.615,-1.41957828051849
27.8,1.5,2.618,-1.38129523613448
27.8,1.5,2.621,-1.34472937417617
27.8,1.5,2.624,-1.30978486386843
27.8,1.5,2.627,-1.27637223888207
27.8,1.5,2.63,-1.24440791403613
27.8,1.5,2.633,-1.21381374293594
27.8,1.5,2.636,-1.18451661274123
27.8,1.5,2.639,-1.15644807264395
27.8,1.5,2.642,-1.12954399297822
27.8,1.5,2.645,-1.10374425219009
27.8,1.5,2.648,-1.07899244916756
27.8,1.5,2.651,-1.05523563867464
27.8,1.5,2.654,-1.03242408785127
27.8,1.5,2.657,-1.01051105193588
27.8,1.5,2.66,-0.989452567542517
27.8,1.5,2.663,-0.969207261981609
27.8,1.5,2.666,-0.949736177254286
27.8,1.5,2.669,-0.931002607477485
27.8,1.5,2.672,-0.912971948611175
27.8,1.5,2.675,-0.895611559462071
27.8,1.5,2.678,-0.878890633031056
27.8,1.5,2.681,-0.862780077355414
27.8,1.5,2.684,-0.847252405072645
27.8,1.5,2.687,-0.832281631001203
27.8,1.5,2.69,-0.817843177095251
27.8,1.5,2.693,-0.803913784186822
27.8,1.5,2.696,-0.790471429979472
27.8,1.5,2.699,-0.777495252803563
27.8,1.5,2.702,-0.764965480685263
27.8,1.5,2.705,-0.752863365319173
27.8,1.5,2.708,-0.741171120569061
27.8,1.5,2.711,-0.729871865152591
27.8,1.5,2.714,-0.71894956919442
27.8,1.5,2.717,-0.708389004358003
27.8,1.5,2.72,-0.698175697290299
27.8,1.5,2.723,-0.688295886134914
27.8,1.5,2.726,-0.678736479889156
27.8,1.5,2.729,-0.669485020398282
27.8,1.5,2.732,-0.660529646796768
27.8,1.5,2.735,-0.65185906222139
27.8,1.5,2.738,-0.643462502634641
27.8,1.5,2.741,-0.635329707609604
27.8,1.5,2.744,-0.627450892938906
27.8,1.5,2.747,-0.619816724940914
27.8,1.5,2.75,-0.612418296346027
27.8,1.5,2.753,-0.605247103654728
27.8,1.5,2.756,-0.59829502586735
27.8,1.5,2.759,-0.591554304492798
27.8,1.5,2.762,-0.585017524750468
27.8,1.5,2.765,-0.578677597885969
27.8,1.5,2.768,-0.572527744526871
27.8,1.5,2.771,-0.566561479010299
27.8,1.5,2.774,-0.560772594618938
27.8,1.5,2.777,-0.555155149666691
27.8,1.5,2.78,-0.54970345437927
27.8,1.5,2.783,-0.544412058519087
27.8,1.5,2.786,-0.539275739707112
27.8,1.5,2.789,-0.534289492397935
27.8,1.5,2.792,-0.529448517467071
27.8,1.5,2.795,-0.524748212372527
27.8,1.5,2.798,-0.520184161855211
27.8,1.5,2.801,-0.51575212914514
27.8,1.5,2.804,-0.511448047642622
27.8,1.5,2.807,-0.507268013045785
27.8,1.5,2.81,-0.503208275897565
27.8,1.5,2.813,-0.499265234527154
27.8,1.5,2.816,-0.49543542836253
27.8,1.5,2.819,-0.491715531592245
27.8,1.5,2.822,-0.488102347155957
27.8,1.5,2.825,-0.48459280104473
27.8,1.5,2.828,-0.481183936893114
27.8,1.5,2.831,-0.477872910846281
27.8,1.5,2.834,-0.47465698668661
27.8,1.5,2.837,-0.471533531204954
27.8,1.5,2.84,-0.468500009802825
27.8,1.5,2.843,-0.465553982312679
27.8,1.5,2.846,-0.462693099024025
27.8,1.5,2.849,-0.459915096904157
27.8,1.5,2.852,-0.457217796002713
27.8,1.5,2.855,-0.454599096030113
27.8,1.5,2.858,-0.452056973100411
27.8,1.5,2.861,-0.449589476629718
27.8,1.5,2.864,-0.447194726381902
27.8,1.5,2.867,-0.444870909653667
27.8,1.5,2.87,-0.44261627859172
27.8,1.5,2.873,-0.44042914763501
27.8,1.5,2.876,-0.438307891075593
27.8,1.5,2.879,-0.436250940731857
27.8,1.5,2.882,-0.434256783728421
27.8,1.5,2.885,-0.432323960377164
27.8,1.5,2.888,-0.43045106215424
27.8,1.5,2.891,-0.428636729768244
27.8,1.5,2.894,-0.426879651314904
27.8,1.5,2.897,-0.425178560513982
27.8,1.5,2.9,-0.423532235024279
27.8,1.5,2.903,-0.4219394948329
27.8,1.5,2.906,-0.420399200715083
27.8,1.5,2.909,-0.418910252761211
27.8,1.5,2.912,-0.417471588967628
27.8,1.5,2.915,-0.416082183888305
27.8,1.5,2.918,-0.414741047344311
27.8,1.5,2.921,-0.413447223188419
27.8,1.5,2.924,-0.412199788122137
27.8,1.5,2.927,-0.41099785056279
27.8,1.5,2.93,-0.409840549558177
27.8,1.5,2.933,-0.408727053746698
27.8,1.5,2.936,-0.407656560360761
27.8,1.5,2.939,-0.406628294271494
27.8,1.5,2.942,-0.405641507072848
27.8,1.5,2.945,-0.404695476203335
27.8,1.5,2.948,-0.403789504103628
27.8,1.5,2.951,-0.40292291740845
27.8,1.5,2.954,-0.402095066171183
27.8,1.5,2.957,-0.401305323119753
27.8,1.5,2.96,-0.400553082942378
27.8,1.5,2.963,-0.399837761601892
27.8,1.5,2.966,-0.399158795677357
27.8,1.5,2.969,-0.39851564173177
27.8,1.5,2.972,-0.397907775704759
27.8,1.5,2.975,-0.397334692329157
27.8,1.5,2.978,-0.396795904570448
27.8,1.5,2.981,-0.396290943088079
27.8,1.5,2.984,-0.39581935571773
27.8,1.5,2.987,-0.395380706973662
27.8,1.5,2.99,-0.394974577570271
27.8,1.5,2.993,-0.394600563962047
27.8,1.5,2.996,-0.394258277901199
27.8,1.5,2.999,-0.393947346012182
27.8,1.5,3.002,-0.39366740938245
27.8,1.5,3.005,-0.393418123168753
27.8,1.5,3.008,-0.393199156218362
27.8,1.5,3.011,-0.393010190704597
27.8,1.5,3.014,-0.392850921776098
27.8,1.5,3.017,-0.392721057219278
27.8,1.5,3.02,-0.392620317133431
27.8,1.5,3.023,-0.392548433617997
27.8,1.5,3.026,-0.392505150471505
27.8,1.5,3.029,-0.392490222901723
27.8,1.5,3.032,-0.392503417246588
27.8,1.5,3.035,-0.392544510705496
27.8,1.5,3.038,-0.392613291080567
27.8,1.5,3.041,-0.392709556527422
27.8,1.5,3.044,-0.392833115315261
27.8,1.5,3.047,-0.392983785595716
27.8,1.5,3.05,-0.393161395180262
27.8,1.7,1.85,-0.196588643832425
27.8,1.7,1.853,-0.198128371564279
27.8,1.7,1.856,-0.199687765229843
27.8,1.7,1.859,-0.201267153337299
27.8,1.7,1.862,-0.202866873279596
27.8,1.7,1.865,-0.204487271583233
27.8,1.7,1.868,-0.206128704165682
27.8,1.7,1.871,-0.207791536601896
27.8,1.7,1.874,-0.209476144400154
27.8,1.7,1.877,-0.211182913287667
27.8,1.7,1.88,-0.212912239506335
27.8,1.7,1.883,-0.214664530119029
27.8,1.7,1.886,-0.216440203326851
27.8,1.7,1.889,-0.218239688797796
27.8,1.7,1.892,-0.220063428007291
27.8,1.7,1.895,-0.221911874591078
27.8,1.7,1.898,-0.223785494710964
27.8,1.7,1.901,-0.225684767433957
27.8,1.7,1.904,-0.227610185125341
27.8,1.7,1.907,-0.22956225385627
27.8,1.7,1.91,-0.231541493826506
27.8,1.7,1.913,-0.233548439802887
27.8,1.7,1.916,-0.235583641574251
27.8,1.7,1.919,-0.237647664423465
27.8,1.7,1.922,-0.239741089617317
27.8,1.7,1.925,-0.241864514915007
27.8,1.7,1.928,-0.244018555096092
27.8,1.7,1.931,-0.246203842508638
27.8,1.7,1.934,-0.24842102763856
27.8,1.7,1.937,-0.250670779700993
27.8,1.7,1.94,-0.252953787254713
27.8,1.7,1.943,-0.255270758840606
27.8,1.7,1.946,-0.257622423645249
27.8,1.7,1.949,-0.260009532190752
27.8,1.7,1.952,-0.262432857051984
27.8,1.7,1.955,-0.264893193602492
27.8,1.7,1.958,-0.267391360790362
27.8,1.7,1.961,-0.269928201945391
27.8,1.7,1.964,-0.272504585619052
27.8,1.7,1.967,-0.275121406458689
27.8,1.7,1.97,-0.277779586117597
27.8,1.7,1.973,-0.280480074202643
27.8,1.7,1.976,-0.283223849261152
27.8,1.7,1.979,-0.286011919808953
27.8,1.7,1.982,-0.288845325401515
27.8,1.7,1.985,-0.291725137750235
27.8,1.7,1.988,-0.294652461886039
27.8,1.7,1.991,-0.297628437372566
27.8,1.7,1.994,-0.300654239571361
27.8,1.7,1.997,-0.303731080961593
27.8,1.7,2,-0.30686021251699
27.8,1.7,2.003,-0.310042925142781
27.8,1.7,2.006,-0.313280551175681
27.8,1.7,2.009,-0.316574465949965
27.8,1.7,2.012,-0.319926089433078
27.8,1.7,2.015,-0.32333688793416
27.8,1.7,2.018,-0.326808375889295
27.8,1.7,2.021,-0.330342117727303
27.8,1.7,2.024,-0.333939729820328
27.8,1.7,2.027,-0.337602882523476
27.8,1.7,2.03,-0.341333302308254
27.8,1.7,2.033,-0.345132773994599
27.8,1.7,2.036,-0.349003143086805
27.8,1.7,2.039,-0.352946318218738
27.8,1.7,2.042,-0.356964273714221
27.8,1.7,2.045,-0.361059052268763
27.8,1.7,2.048,-0.365232767759128
27.8,1.7,2.051,-0.369487608187723
27.8,1.7,2.054,-0.373825838769153
27.8,1.7,2.057,-0.378249805166727
27.8,1.7,2.06,-0.382761936887244
27.8,1.7,2.063,-0.387364750842815
27.8,1.7,2.066,-0.392060855089106
27.8,1.7,2.069,-0.396852952749927
27.8,1.7,2.072,-0.401743846138725
27.8,1.7,2.075,-0.406736441088211
27.8,1.7,2.078,-0.411833751500072
27.8,1.7,2.081,-0.417038904127518
27.8,1.7,2.084,-0.422355143604133
27.8,1.7,2.087,-0.427785837733532
27.8,1.7,2.09,-0.433334483055139
27.8,1.7,2.093,-0.43900471070247
27.8,1.7,2.096,-0.444800292571408
27.8,1.7,2.099,-0.450725147817096
27.8,1.7,2.102,-0.456783349699304
27.8,1.7,2.105,-0.462979132797531
27.8,1.7,2.108,-0.469316900618516
27.8,1.7,2.111,-0.475801233620355
27.8,1.7,2.114,-0.482436897679147
27.8,1.7,2.117,-0.489228853025881
27.8,1.7,2.12,-0.496182263683147
27.8,1.7,2.123,-0.503302507433441
27.8,1.7,2.126,-0.510595186352995
27.8,1.7,2.129,-0.518066137947543
27.8,1.7,2.132,-0.525721446929003
27.8,1.7,2.135,-0.533567457674887
27.8,1.7,2.138,-0.541610787415331
27.8,1.7,2.141,-0.549858340195859
27.8,1.7,2.144,-0.558317321667612
27.8,1.7,2.147,-0.566995254760499
27.8,1.7,2.15,-0.575899996299119
27.8,1.7,2.153,-0.585039754625453
27.8,1.7,2.156,-0.594423108297518
27.8,1.7,2.159,-0.604059025938223
27.8,1.7,2.162,-0.613956887314551
27.8,1.7,2.165,-0.624126505733178
27.8,1.7,2.168,-0.634578151845623
27.8,1.7,2.171,-0.645322578963085
27.8,1.7,2.174,-0.656371049989209
27.8,1.7,2.177,-0.667735366087543
27.8,1.7,2.18,-0.679427897209908
27.8,1.7,2.183,-0.69146161462195
27.8,1.7,2.186,-0.703850125573436
27.8,1.7,2.189,-0.716607710272742
27.8,1.7,2.192,-0.729749361338258
27.8,1.7,2.195,-0.743290825913819
27.8,1.7,2.198,-0.757248650650784
27.8,1.7,2.201,-0.77164022977668
27.8,1.7,2.204,-0.786483856488862
27.8,1.7,2.207,-0.801798777932094
27.8,1.7,2.21,-0.817605254041324
27.8,1.7,2.213,-0.833924620555254
27.8,1.7,2.216,-0.850779356533212
27.8,1.7,2.219,-0.868193156736934
27.8,1.7,2.222,-0.886191009271215
27.8,1.7,2.225,-0.904799278912482
27.8,1.7,2.228,-0.924045796593081
27.8,1.7,2.231,-0.943959955551658
27.8,1.7,2.234,-0.964572814706668
27.8,1.7,2.237,-0.985917209861454
27.8,1.7,2.24,-1.00802787340611
27.8,1.7,2.243,-1.03094156324344
27.8,1.7,2.246,-1.05469720173543
27.8,1.7,2.249,-1.07933602554215
27.8,1.7,2.252,-1.10490174730932
27.8,1.7,2.255,-1.13144073025286
27.8,1.7,2.258,-1.1590021767918
27.8,1.7,2.261,-1.18763833249404
27.8,1.7,2.264,-1.21740470672556
27.8,1.7,2.267,-1.24836031153331
27.8,1.7,2.27,-1.28056792044706
27.8,1.7,2.273,-1.31409434905824
27.8,1.7,2.276,-1.34901075942613
27.8,1.7,2.279,-1.38539299057568
27.8,1.7,2.282,-1.42332191759146
27.8,1.7,2.285,-1.46288384207925
27.8,1.7,2.288,-1.50417091706773
27.8,1.7,2.291,-1.54728160975893
27.8,1.7,2.294,-1.59232120591583
27.8,1.7,2.297,-1.63940236010203
27.8,1.7,2.3,-1.68864569647203
27.8,1.7,2.303,-1.7401804653567
27.8,1.7,2.306,-1.79414526151075
27.8,1.7,2.309,-1.85068881059634
27.8,1.7,2.312,-1.90997083128717
27.8,1.7,2.315,-1.97216298130569
27.8,1.7,2.318,-2.03744989677639
27.8,1.7,2.321,-2.10603033551577
27.8,1.7,2.324,-2.17811843631745
27.8,1.7,2.327,-2.25394510796999
27.8,1.7,2.33,-2.3337595637151
27.8,1.7,2.333,-2.41783101917859
27.8,1.7,2.336,-2.50645057456435
27.8,1.7,2.339,-2.59993330519386
27.8,1.7,2.342,-2.6986205884275
27.8,1.7,2.345,-2.80288269978227
27.8,1.7,2.348,-2.91312171687382
27.8,1.7,2.351,-3.02977477692968
27.8,1.7,2.354,-3.1533177423982
27.8,1.7,2.357,-3.28426934007442
27.8,1.7,2.36,-3.42319585278633
27.8,1.7,2.363,-3.57071645983243
27.8,1.7,2.366,-3.72750934410301
27.8,1.7,2.369,-3.89431871157818
27.8,1.7,2.372,-4.07196290460756
27.8,1.7,2.375,-4.261343836659
27.8,1.7,2.378,-4.46345803667491
27.8,1.7,2.381,-4.67940967077645
27.8,1.7,2.384,-4.91042601476601
27.8,1.7,2.387,-5.15787599254206
27.8,1.7,2.39,-5.42329258723186
27.8,1.7,2.393,-5.70840019396201
27.8,1.7,2.396,-6.01514834569749
27.8,1.7,2.399,-6.34575375120619
27.8,1.7,2.402,-6.7027533047953
27.8,1.7,2.405,-7.08907176582129
27.8,1.7,2.408,-7.50810932717697
27.8,1.7,2.411,-7.96385656163191
27.8,1.7,2.414,-8.46104769043076
27.8,1.7,2.417,-9.00536849851577
27.8,1.7,2.42,-9.603743807002
27.8,1.7,2.423,-10.264743498321
27.8,1.7,2.426,-10.9991699064528
27.8,1.7,2.429,-11.8209310284076
27.8,1.7,2.432,-12.7483795231369
27.8,1.7,2.435,-13.806439718176
27.8,1.7,2.438,-15.0301228111387
27.8,1.7,2.441,-16.470586354756
27.8,1.7,2.444,-18.2059682964351
27.8,1.7,2.447,-20.3606497104693
27.8,1.7,2.45,-23.130714803752
27.8,1.7,2.453,-26.6969967092729
27.8,1.7,2.456,-29.7478447700599
27.8,1.7,2.459,-27.8629428025647
27.8,1.7,2.462,-24.1323161098888
27.8,1.7,2.465,-21.1266614190325
27.8,1.7,2.468,-18.8084642447171
27.8,1.7,2.471,-16.9608779180253
27.8,1.7,2.474,-15.4400652847987
27.8,1.7,2.477,-14.156339820551
27.8,1.7,2.48,-13.0517846707264
27.8,1.7,2.483,-12.0872801076307
27.8,1.7,2.486,-11.2352932204939
27.8,1.7,2.489,-10.475746926115
27.8,1.7,2.492,-9.79355202041521
27.8,1.7,2.495,-9.17707153432168
27.8,1.7,2.498,-8.61712955032941
27.8,1.7,2.501,-8.10635046639538
27.8,1.7,2.504,-7.63870590058605
27.8,1.7,2.507,-7.20919615336327
27.8,1.7,2.51,-6.81362127729344
27.8,1.7,2.513,-6.44841327798325
27.8,1.7,2.516,-6.11051092367002
27.8,1.7,2.519,-5.79726482767428
27.8,1.7,2.522,-5.50636441297783
27.8,1.7,2.525,-5.23578094253679
27.8,1.7,2.528,-4.98372251420784
27.8,1.7,2.531,-4.74859808378194
27.8,1.7,2.534,-4.52898838394591
27.8,1.7,2.537,-4.32362217113699
27.8,1.7,2.54,-4.1313566335217
27.8,1.7,2.543,-3.95116108240693
27.8,1.7,2.546,-3.78210326008283
27.8,1.7,2.549,-3.62333775230954
27.8,1.7,2.552,-3.47409610913371
27.8,1.7,2.555,-3.3336783644246
27.8,1.7,2.558,-3.20144571018219
27.8,1.7,2.561,-3.07681413180808
27.8,1.7,2.564,-2.95924884911076
27.8,1.7,2.567,-2.84825943773238
27.8,1.7,2.57,-2.74339552904913
27.8,1.7,2.573,-2.64424300497829
27.8,1.7,2.576,-2.55042061868982
27.8,1.7,2.579,-2.46157698383995
27.8,1.7,2.582,-2.37738788428116
27.8,1.7,2.585,-2.29755386375689
27.8,1.7,2.588,-2.22179806124178
